"id","mas_college_stream_id","mas_college_code","mas_college_name","mas_college_canonical_college_id","mas_college_exam_centre","mas_college_type","mas_college_is_internal","mas_college_status_id","created_by","updated_by","created_at","updated_at","deleted_at"
17,8,P020,SREE SIDDAGANGA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
18,8,P022,MARATHA MANDAL’S COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
19,8,P025,SONIYA EDUCATION TRUST’S COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
20,8,P026,BLDEA’S SHRI SANGANABASAVA MAHASWAMIJI COLLEGE OF PHARMACY & RESEARCH CENTRE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
21,8,P027,BVVS HANAGAL SHRI KUMARESHWARA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
22,8,P029,FAROOQIA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
23,8,P030,BHARATHI COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
24,8,P034,NATIONAL COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
25,8,P035,S J M COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
26,8,P036,BAPUJI PHARMACY COLLEGE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
27,8,P037,HKES’S MATOSHREE TARADEVI RAMPURE INSTITUTE OF PHARMACEUTICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
28,8,P038,LUQMAN COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
29,8,P040,Surya college of pharmacy,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
30,8,P041,SVET COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
31,8,P042,V L COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
32,8,P043,TOGARI VEERAMALLAPPPA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
33,8,P044,TMAE SOCIETY’S SCS COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
34,8,P045,BASAVESHWARA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
35,8,P046,N.E.T. PHARMACY COLLEGE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
36,8,P047,"KARNATAKA COLLEGE OF PHARMACY,BIDAR",,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
37,8,P048,RRK SAMITHI’S COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
38,8,P050,NARGUND COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
39,8,P051,MES COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
40,8,P052,ACHARYA B.M. REDDY COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
41,8,P053,"KCT COLLEGE OF PHARMACY, GULBARGA",,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
42,8,P054,"KLE SOCIETY’S COLLEGE OF PHARMACY,BELGUM",,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
43,8,P056,SRINIVASA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
44,8,P057,"KLE SOCIETY’S COLLEGE OF PHARMACY,GADAG",,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
45,8,P061,RR COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
46,8,P062,SARADA VILAS COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
47,8,P064,T. JOHN COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
48,8,P065,EAST POINT COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
49,8,P067,PRIYADARSHINI COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
50,8,P070,D.R. KARIGOWDA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
51,8,P072,"KARNATAKA COLLEGE OF PHARMACY, BANGALORE",,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
52,8,P078,EAST WEST COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
53,8,P079,SHREE DEVI COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
54,8,P080,HILL SIDE COLLEGE OF PHARMACY & RESEARCH CENTRE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
55,8,P083,RANI CHENNAMMA COLLEGE OF  PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
56,8,P088,ADITYA BANGALORE INSTITUTE OF PHARMACY EDUCATION & RESEARCH,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
57,8,P089,"SRI RAGHAVENDRA COLLEGE OF PHARMACY,BANGALORE",,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
58,8,P094,MALLIGE COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
59,8,P095,KARAVALI COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
60,8,P101,K.R. COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
61,8,P102,MAM COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
62,8,P103,IKON PHARMACY COLLEGE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
63,8,P104,AKSHAYA INSTITUTE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
64,8,P105,P.A. COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
65,8,P106,RAJPUTANA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
66,8,P107,MVM COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
67,8,P109,T.M.A.E. SOCIETY’S M.M.J.G. COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
68,8,P110,NITTE COLLEGE OF PHARMACEUTICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
69,8,P111,GREEN CITY COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
70,8,P112,VYDEHI INSTITUE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
71,8,P113,SHRIDEVI INSTITUTE OF PHARMACEUTICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
72,8,P114,A.G.M.COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
73,8,P115,GM INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
74,8,P116,ROSY ROYAL COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
75,8,P117,SPURTHY COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
76,8,P118,ABHINAVA  BHARATHI COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
77,8,P119,SRI SHAHU MAHARAJ COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
78,8,P120,VARADARAJA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
79,8,P121,SRI SIDDHALINGESHWAR COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
80,8,P122,HARSHA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
81,8,P123,SHRI SHARANABASAVESHWAR COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
82,8,P124,CAUVERY COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
83,8,P125,ARYAN COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
84,8,P126,DR. SYED RAHMAT ULLAH INSTITUTE OF PHARMACEUTICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
85,8,P127,S.B.D. INSTITUTE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
86,8,P130,"SRI RAGHAVENDRA COLLEGE OF PHARMACY,CHITRADURGA",,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
87,8,P131,ADITYA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
88,8,P132,AADYA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
89,8,P133,AYESHA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
90,8,P134,NEELSAROJ INSTITUTE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
91,8,P135,VAASUDHARA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
92,8,P136,DHANVANTRI COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
93,8,P137,S.S. SAINATH COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
94,8,P138,VIDYA SIRI COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
95,8,P139,DR. GURUCHAR NARGUND COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
96,8,P140,SREE KRISHNA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
97,8,P141,PRASANNA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
98,8,P142,MARGADARSHAN COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
99,8,P143,RAJEEV COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
100,8,P144,OM COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
101,8,P145,SHIFA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
102,8,P146,YSS COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
103,8,P147,SRI LAKSHMI COLLEGE OF  PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
104,8,P148,SHANTHA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
105,8,P153,THE RK. COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
106,8,P159,DR.RAVI PATIL COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
107,8,P176,S.L.E.S COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
108,8,P177,SRI BASAVESHWARA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
109,8,P183,SIDDHARTH COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
110,8,P198,MAYUR COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
111,8,P201,HYDERABAD  KARNATAKA  EDUCATION  SOCIETY’S  INSTITUTE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
112,8,P206,AKASH INSTITUTE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
113,8,P209,ARUNA COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
114,8,P216,ALLAMPRABHU COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
115,8,P218,S.C.S INSTITUTE OF PHARMACEUTICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
116,8,P223,SRI VISHWARADHYA INSTITUTE OF PHARMACEUTICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
117,8,P224,BLDEA’S COLLEGE OF PHARMACY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
118,8,P231,VIVEKANANDA INSTITUTE OF PHARMACEUTICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
119,1,L E001,AJ INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
120,1,LE001,ABHAYA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
121,1,LE002,ACHARYA INSTITUTE OF  HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
122,1,AUTO-000001,ACHARYA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
123,1,AUTO-000002,ADARSHA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
124,1,L039,ADITYA COLLEGE OF PARAMEDICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
125,1,AUTO-000003,AKASH INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
126,1,AUTO-000004,ALLAMAPRABHU COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
127,1,AUTO-000005,ALVA’S COLLEGE OF MEDICAL LABORATORY TECHNOLOGY & ALVA’S COLLEGE OF HOSPITAL ADMINISTRATION,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
128,1,AUTO-000006,ANUGRAHA INSTITUTE OF OPTOMETRY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
129,1,AUTO-000007,ARUNA COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
130,1,L040,ASTER CMI HOSPITAL,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
131,1,L411,ATHENA INSTITUTE OF HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
132,1,AUTO-000008,B.W.LIONS SUPER SPECIALITY EYE HOSPITAL,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
133,1,L015,BANGALORE BAPTIST HOSPITAL,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
134,1,AUTO-000009,BANGALORE MEDICAL COLLEGE & RESEARCH INSTITUTE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
135,1,AUTO-000010,BAPUJI COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
136,1,AUTO-000011,BASAVESHWARA COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
137,1,L035,BGS GLOBAL INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
138,1,AUTO-000012,CAUVERY INSTITUTION OF HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
139,1,L680,CHAMARAJANAGAR INSTITUTE OF MEDICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
140,1,AUTO-000013,CHARKOS INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
141,1,AUTO-000014,CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,,1,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
142,1,M386,CHIKKAMANGALURU INSTITUTE OF MEDICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
143,1,L029,CHRISTIAN INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
144,1,AUTO-000015,CITY COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
145,1,L407,COLACO COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
146,1,AUTO-000016,CURA COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
147,1,AUTO-000017,DHANWANTARI INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
148,1,M779,DHARWAD INSTITUTE OF MENTAL HEALTH AND NEUROSCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
149,1,AUTO-000018,DR M.V. SHETTY INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
150,1,L004,DR. B R AMBEDKAR INSTITUTE OF PARA MEDICAL COURSES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
151,1,L030,DR. M.C. MODI EYE HOSPITAL,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
152,1,L227,DR. RAVI PATIL INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
153,1,AUTO-000019,EAST POINT COLLEGE OF MEDICAL SCIENCES AND RESEARCH CENTRE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
154,1,AUTO-000020,FATHER MULLER COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
155,1,AUTO-000021,FORTIS INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
156,1,AUTO-000022,FORTUNE ACADEMY OF HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
157,1,L777,G MADEGOWDA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
158,1,AUTO-000023,GADAG INSTITUTE OF MEDICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
159,1,AUTO-000024,GEVA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
160,1,L678,GOPAL GOWDA MEMORIAL INSTITUTE OF HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
161,1,AUTO-000025,GOURAMMA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
162,1,L011,GOUTHAM INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
163,1,AUTO-000026,HARSHA COLLEGE OF HOSPITAL ADMINISTRATION,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
164,1,AUTO-000027,HARSHA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
165,1,AUTO-000028,HASSAN INSTITUTE OF MEDICAL SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
166,1,AUTO-000029,HCG – BANGALORE INSTITUTE OF ONCOLOGY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
167,1,L677,HERITAGE CITY INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
168,1,L045,HILLSIDE INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
169,1,AUTO-000030,HKBK COLLEGE OF ALLIED SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
170,1,AUTO-000031,HKDET’S INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
171,1,AUTO-000032,HOSMAT HOSPITAL EDUCATIONAL INSTITUTE,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
172,1,AUTO-000033,IKON INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
173,1,AUTO-000034,IMJ COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
174,1,AUTO-000035,INDIANA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
175,1,L412,INDIRA COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
176,1,AUTO-000036,INDIRA GANDHI INSTITUTE OF CHILD HEALTH,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
177,1,AUTO-000037,INSTITUTE OF NEPHRO UROLOGY,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
178,1,AUTO-000038,JSS COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
179,1,L036,JUPITER INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
180,1,L684,K R INSTITUTE OF HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
181,1,AUTO-000039,K V G INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
182,1,AUTO-000040,KALIPALYA CHANAPPA INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
183,1,L410,KANACHUR INSTITUTE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
184,1,AUTO-000041,KARAVALI COLLEGE OF ALLIED HEALTH SCIENCES,,0,P,0,1,,,"2026-01-22 07:21:55","2026-01-22 07:21:55",
