"id","mas_college_stream_id","mas_college_code","mas_college_name","mas_college_exam_centre","mas_college_type","mas_college_status_id","created_at","updated_at","created_by","updated_by","mas_college_UniversityID","mas_college_AffiliationCode","mas_college_ManagementCode","mas_college_AccreditationStatus","mas_college_DateofAccreditation","mas_college_NAACGrade","mas_college_YearofEstablishment","mas_college_state_id","mas_college_district_id","mas_college_taluk_id","temp_district","mas_college_city_id","latitude","longitude","mas_college_is_internal"
47,8,P061,RR COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
48,8,P062,SARADA VILAS COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
49,8,P064,T. JOHN COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
50,8,P065,EAST POINT COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
51,8,P067,PRIYADARSHINI COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
52,8,P070,D.R. KARIGOWDA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
53,8,P072,"KARNATAKA COLLEGE OF PHARMACY, BANGALORE",0,P,50,,,,,,,,,,,,1,5,1,"4",1,13.08624100,77.63512900,0
54,8,P078,EAST WEST COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
55,8,P079,SHREE DEVI COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
56,8,P080,HILL SIDE COLLEGE OF PHARMACY & RESEARCH CENTRE,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
57,8,P083,RANI CHENNAMMA COLLEGE OF  PHARMACY,0,P,50,,,,,,,,,,,,1,3,1,,1,,,0
58,8,P088,ADITYA BANGALORE INSTITUTE OF PHARMACY EDUCATION & RESEARCH,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
59,8,P089,"SRI RAGHAVENDRA COLLEGE OF PHARMACY,BANGALORE",0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
60,8,P094,MALLIGE COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,4,1,"4",1,,,0
61,8,P095,KARAVALI COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
62,8,P101,K.R. COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
63,8,P102,MAM COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
64,8,P103,IKON PHARMACY COLLEGE,0,P,50,,,,,,,,,,,,1,5,1,"24",1,,,0
65,8,P104,AKSHAYA INSTITUTE OF PHARMACY,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
66,8,P105,P.A. COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
67,8,P106,RAJPUTANA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
68,8,P107,MVM COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
69,8,P109,T.M.A.E. SOCIETY’S M.M.J.G. COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,16,1,,1,,,0
70,8,P110,NITTE COLLEGE OF PHARMACEUTICAL SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
71,8,P111,GREEN CITY COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
72,8,P112,VYDEHI INSTITUE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
73,8,P113,SHRIDEVI INSTITUTE OF PHARMACEUTICAL SCIENCES,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
74,8,P114,A.G.M.COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,13,1,"1",1,,,0
75,8,P115,GM INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH,0,P,50,,,,,,,,,,,,1,12,1,"12",1,,,0
76,8,P116,ROSY ROYAL COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,4,1,"4",1,,,0
77,8,P117,SPURTHY COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
78,8,P118,ABHINAVA  BHARATHI COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,21,1,,1,,,0
79,8,P119,SRI SHAHU MAHARAJ COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,6,1,"6",1,,,0
80,8,P120,VARADARAJA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
81,8,P121,SRI SIDDHALINGESHWAR COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
82,8,P122,HARSHA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,4,1,"4",1,,,0
83,8,P123,SHRI SHARANABASAVESHWAR COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,29,1,"29",1,,,0
84,8,P124,CAUVERY COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
85,8,P125,ARYAN COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
86,8,P126,DR. SYED RAHMAT ULLAH INSTITUTE OF PHARMACEUTICAL SCIENCES,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
87,8,P127,S.B.D. INSTITUTE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
88,8,P128,ST. MARY’S COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,10,1,,1,,,0
89,8,P130,"SRI RAGHAVENDRA COLLEGE OF PHARMACY,CHITRADURGA",0,P,50,,,,,,,,,,,,1,10,1,"10",1,,,0
90,8,P131,ADITYA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,6,1,BHALKI,1,,,0
91,8,P132,AADYA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,10,1,"10",1,,,0
92,8,P133,AYESHA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
93,8,P134,NEELSAROJ INSTITUTE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
94,8,P135,VAASUDHARA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,4,1,HOSKOTE,1,,,0
95,8,P136,DHANVANTRI COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,17,1,,1,,,0
96,8,P137,S.S. SAINATH COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,6,1,"6",1,,,0
97,8,P138,VIDYA SIRI COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
98,8,P139,DR. GURUCHAR NARGUND COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,20,1,,1,,,0
99,8,P140,SREE KRISHNA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
100,8,P141,PRASANNA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
101,8,P142,MARGADARSHAN COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,1,1,,1,,,0
102,8,P143,DHANWANTARI COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
103,8,P143,RAJEEV COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,15,1,,1,,,0
104,8,P144,OM COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,16,1,,1,,,0
105,8,P145,SHIFA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,19,1,,1,,,0
106,8,P146,YSS COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,31,1,,1,,,0
107,8,P147,SRI LAKSHMI COLLEGE OF  PHARMACY,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
108,8,P148,SHANTHA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,8,1,"8",1,,,0
109,8,P153,THE RK. COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,21,1,,1,,,0
110,8,P159,DR.RAVI PATIL COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,3,1,,1,,,0
111,8,P176,S.L.E.S COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,8,1,"19",1,,,0
112,8,P177,SRI BASAVESHWARA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,26,1,,1,,,0
113,8,P183,SIDDHARTH COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,1,1,,1,,,0
114,8,P198,MAYUR COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,26,1,,1,,,0
115,8,P201,HYDERABAD  KARNATAKA  EDUCATION  SOCIETY’S  INSTITUTE OF PHARMACY,0,P,50,,,,,,,,,,,,1,17,1,,1,,,0
116,8,P206,AKASH INSTITUTE OF PHARMACY,0,P,50,,,,,,,,,,,,1,4,1,"4",1,,,0
117,8,P209,ARUNA COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,26,1,,1,,,0
118,8,P216,ALLAMPRABHU COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,6,1,BASAVAKALYAN,1,,,0
119,8,P218,S.C.S INSTITUTE OF PHARMACEUTICAL SCIENCES,0,P,50,,,,,,,,,,,,1,31,1,,1,,,0
120,8,P223,SRI VISHWARADHYA INSTITUTE OF PHARMACEUTICAL SCIENCES,0,P,50,,,,,,,,,,,,1,30,1,"30",1,,,0
121,8,P224,BLDEA’S COLLEGE OF PHARMACY,0,P,50,,,,,,,,,,,,1,1,1,,1,,,0
122,8,P231,VIVEKANANDA INSTITUTE OF PHARMACEUTICAL SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
123,1,L E001,AJ INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE,0,P,50,,"2025-11-05 12:26:51",,"61031",,,,,,,,1,11,1,,1,,,0
124,1,LE001,ABHAYA INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,"2025-11-05 12:29:03",,"61031",,,,,,,,1,5,1,,1,,,0
125,1,LE002,ACHARYA INSTITUTE OF  HEALTH SCIENCES,0,P,50,,"2025-11-05 12:28:51",,"61031",,,,,,,,1,5,1,,1,,,0
126,1,"",ACHARYA INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
127,1,"",ADARSHA INSTITUTE OF ALLIED HEALTH SCIENCES ,0,P,50,,,,,,,,,,,,1,27,1,"27",1,,,0
128,1,L039,ADITYA COLLEGE OF PARAMEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
129,1,"",AKASH INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,4,1,,1,,,0
130,1,"",ALLAMAPRABHU COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,23,1,,1,,,0
131,1,"",ALVA’S COLLEGE OF MEDICAL LABORATORY TECHNOLOGY & ALVA’S COLLEGE OF HOSPITAL ADMINISTRATION,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
132,1,"",ANUGRAHA INSTITUTE OF OPTOMETRY,0,P,50,,,,,,,,,,,,1,17,1,,1,,,0
133,1,"",ARUNA COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
134,1,L040,ASTER CMI HOSPITAL ,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
135,1,L411,ATHENA INSTITUTE OF HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
136,1,"",B.W.LIONS SUPER SPECIALITY EYE HOSPITAL,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
137,1,L015,BANGALORE BAPTIST HOSPITAL,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
138,1,"",BANGALORE MEDICAL COLLEGE & RESEARCH INSTITUTE,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
139,1,"",BAPUJI COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,25,1,"25",1,,,0
140,1,"",BASAVESHWARA COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,10,1,,1,,,0
141,1,L035,BGS GLOBAL INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
142,1,"",CAUVERY INSTITUTION OF HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,22,1,,1,,,0
143,1,L680,CHAMARAJANAGAR INSTITUTE OF MEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,7,1,"7",1,,,0
144,1,"",CHARKOS INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,22,1,,1,,,0
145,1,"",CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,1,P,50,,,,,,,,,,,,1,8,1,,1,,,0
146,1,M386,CHIKKAMANGALURU INSTITUTE OF MEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,9,1,,1,,,0
147,1,L029,CHRISTIAN INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
148,1,"",CITY COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
149,1,L407,COLACO COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
150,1,"",CURA COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
151,1,"",DHANWANTARI INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
152,1,M779,DHARWAD INSTITUTE OF MENTAL HEALTH AND NEUROSCIENCES,0,P,50,,,,,,,,,,,,1,13,1,,1,,,0
153,1,"",DR M.V. SHETTY INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
154,1,L004,DR. B R AMBEDKAR INSTITUTE OF PARA MEDICAL COURSES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
155,1,L030,DR. M.C. MODI EYE HOSPITAL,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
156,1,L227,DR. RAVI PATIL INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,3,1,"3",1,,,0
157,1,"",EAST POINT COLLEGE OF MEDICAL SCIENCES AND RESEARCH CENTRE,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
158,1,"",FATHER MULLER COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
159,1,"",FORTIS INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
160,1,"",FORTUNE ACADEMY OF HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,27,1,"27",1,,,0
161,1,L777,G MADEGOWDA INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,21,1,"21",1,,,0
162,1,"",GADAG INSTITUTE OF MEDICAL SCIENCES ,0,P,50,,,,,,,,,,,,1,14,1,"14",1,,,0
163,1,"",GEVA INSTITUTE OF ALLIED HEALTH SCIENCES ,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
164,1,L678,GOPAL GOWDA MEMORIAL INSTITUTE OF HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,22,1,,1,,,0
165,1,"",GOURAMMA INSTITUTE OF ALLIED HEALTH SCIENCES ,0,P,50,,,,,,,,,,,,1,1,1,,1,,,0
166,1,L011,GOUTHAM INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
167,1,"",HARSHA COLLEGE OF HOSPITAL ADMINISTRATION,0,P,50,,,,,,,,,,,,1,4,1,,1,,,0
168,1,"",HARSHA INSTITUTE OF ALLIED HEALTH SCIENCES ,0,P,50,,,,,,,,,,,,1,4,1,,1,,,0
169,1,"",HASSAN INSTITUTE OF MEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
170,1,"",HCG – BANGALORE INSTITUTE OF ONCOLOGY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
171,1,L677,HERITAGE CITY INSTITUTE OF ALLIED HEALTH SCIENCES ,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
172,1,L045,HILLSIDE INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
173,1,"",HKBK COLLEGE OF ALLIED SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
174,1,"",HKDET’S INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
175,1,"",HOSMAT HOSPITAL EDUCATIONAL INSTITUTE,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
176,1,"",IKON INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
177,1,"",IMJ COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,1,1,,1,,,0
178,1,"",INDIANA INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
179,1,L412,INDIRA COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
180,1,"",INDIRA GANDHI INSTITUTE OF CHILD HEALTH,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
181,1,"",INSTITUTE OF NEPHRO UROLOGY,0,P,50,,,,,,,,,,,,1,5,1,"1",1,,,0
182,1,"",JSS COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,7,1,,1,,,0
183,1,L036,JUPITER INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
184,1,L684,K R INSTITUTE OF HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
185,1,"",K V G INSTITUTE OF ALLIED HEALTH SCIENCES ,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
186,1,"",KALIPALYA CHANAPPA INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,4,1,,1,,,0
187,1,L410,KANACHUR INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
188,1,"",KARAVALI COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
189,1,"",KARUNADU COLLEGE OF PARAMEDICAL SCIENCES ,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
190,1,L727,KATEEL ASHOK PAI MEMORIAL INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,25,1,,1,,,0
191,1,"",KIDWAI MEMORIAL INSTITUTE OF ONCOLOGY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
192,1,"",KIMS HOSPITAL PARAMEDICAL COLLEGE,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
193,1,"",KODAGU INSTITUTE OF MEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,18,1,"18",1,,,0
194,1,L044,KOSHYS COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
195,1,"",KVC COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
196,1,"",LAKE SIDE COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
197,1,L046,LITTLE FLOWER INSTITUTE OF PARA MEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
198,1,L384,LOMBARD ACADEMY OF HEALTH SCIENCES ,0,P,50,,,,,,,,,,,,1,27,1,"27",1,,,0
199,1,"",M M JOSHI EYE INSTITUTE,0,P,50,,,,,,,,,,,,1,13,1,,1,,,0
200,1,"",MANDYA INSTITUTE OF MEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,21,1,"21",1,,,0
201,1,L409,MANGALA COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
202,1,"",MANGALA INSTITUTE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,15,1,,1,,,0
203,1,"",MANGALORE COLLEGE OF ALLIED HEALTH SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
204,1,L041,MANJUNATHA INSTITUTE OF PARA MEDICAL SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
